"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Matt Carpenter","Cardinals","MIN @ STL","3B","4.68",".92",".50",".24",".02",".16",".68",".44",".02",".02",".97",".90","7.57","11.71","8.68","8090"
"Shin-Soo Choo","Rangers","DET @ TEX","DH","4.57","1.09",".72",".21",".01",".15",".65",".55",".07",".04",".63",".77","7.46","11.59","8.77","3174"
"Leonys Martin","Tigers","DET @ TEX","CF","4.86","1.16",".83",".17",".04",".13",".62",".49",".19",".10",".38","1.07","7.32","11.35","8.84","11846"
"Javier Baez","Cubs","MIA @ CHC","2B","4.25","1.09",".63",".23",".03",".20",".57",".70",".06",".03",".28",".91","7.31","11.43","8.69","12979"
"Trea Turner","Nationals","WSH @ SD","SS","4.68","1.06",".75",".18",".04",".09",".57",".41",".31",".13",".47","1.08","7.31","11.29","8.81","16252"
"Adam Duvall","Reds","NYM @ CIN","LF","4.15",".93",".44",".22",".02",".25",".55",".71",".03",".02",".42",".94","7.36","11.50","8.58","10950"
"Marcell Ozuna","Cardinals","MIN @ STL","LF","4.36","1.14",".73",".22",".02",".17",".58",".73",".01",".01",".37",".86","7.24","11.34","8.59","10324"
"Buster Posey","Giants","SF @ PHI","C","4.58","1.25",".84",".27",".00",".14",".65",".55",".03",".02",".40",".51","7.22","11.24","8.65","9166"
"Eddie Rosario","Twins","MIN @ STL","LF","4.37","1.15",".70",".23",".03",".20",".53",".66",".07",".05",".25",".82","7.20","11.24","8.65","12155"
"Dexter Fowler","Cardinals","MIN @ STL","RF","4.46",".99",".62",".20",".05",".12",".59",".54",".06",".03",".70",".83","7.25","11.26","8.48","4062"
"Odubel Herrera","Phillies","SF @ PHI","CF","4.35","1.21",".78",".23",".05",".15",".56",".55",".07",".04",".30",".85","7.06","10.98","8.54","11476"
"Carlos Santana","Phillies","SF @ PHI","1B","4.14",".88",".46",".20",".02",".21",".59",".57",".03",".02",".60",".66","7.14","11.12","8.28","2396"
"Willson Contreras","Cubs","MIA @ CHC","C","4.14",".99",".56",".24",".01",".19",".55",".64",".03",".03",".48",".72","7.10","11.08","8.32","11609"
"Max Kepler","Twins","MIN @ STL","RF","4.59","1.08",".64",".24",".04",".16",".56",".62",".04",".02",".41",".77","7.06","11.01","8.37","12144"
"Evan Longoria","Giants","SF @ PHI","3B","4.39","1.10",".66",".24",".01",".19",".56",".69",".02",".02",".27",".73","7.01","10.97","8.34","9368"
"Victor Martinez","Tigers","DET @ TEX","DH","4.53","1.10",".72",".20",".00",".18",".57",".67",".00",".00",".44",".55","7.03","10.99","8.31","393"
"Nomar Mazara","Rangers","DET @ TEX","RF","4.36","1.13",".76",".19",".02",".16",".58",".69",".01",".01",".38",".75","7.00","10.97","8.32","14553"
"Maikel Franco","Phillies","SF @ PHI","3B","4.25","1.02",".58",".20",".01",".23",".57",".71",".01",".00",".24",".68","6.97","10.93","8.25","12179"
"Khris Davis","Athletics","HOU @ OAK","DH","4.23",".93",".47",".21",".01",".24",".56",".64",".01",".01",".40","1.11","7.02","10.96","8.21","9112"
"Matt Adams","Nationals","WSH @ SD","1B","4.47",".94",".53",".18",".01",".21",".54",".69",".01",".01",".46","1.26","6.98","10.93","8.16","9393"
"Anthony Rendon","Nationals","WSH @ SD","3B","4.56",".99",".61",".25",".01",".12",".55",".55",".04",".03",".68",".84","6.99","10.87","8.16","12861"
"Alex Bregman","Astros","HOU @ OAK","3B","4.41","1.11",".69",".28",".03",".11",".54",".58",".07",".05",".40",".61","6.88","10.71","8.19","17678"
"John Hicks","Tigers","DET @ TEX","C","4.43","1.07",".64",".25",".01",".16",".54",".62",".06",".04",".31","1.13","6.84","10.67","8.14","12547"
"Jedd Gyorko","Cardinals","MIN @ STL","3B","4.26",".94",".59",".17",".01",".18",".56",".61",".03",".03",".54",".88","6.89","10.75","8.05","10816"
"Harrison Bader","Cardinals","MIN @ STL","CF","4.57","1.03",".72",".17",".02",".13",".61",".47",".13",".08",".48","1.20","6.85","10.63","8.16","18030"
"Delino DeShields","Rangers","DET @ TEX","CF","4.68","1.12",".84",".19",".03",".06",".55",".39",".22",".11",".48",".97","6.81","10.52","8.23","11379"
"Cesar Hernandez","Phillies","SF @ PHI","2B","4.55","1.13",".79",".18",".06",".10",".63",".33",".11",".07",".49",".93","6.82","10.52","8.22","10556"
"Jose Peraza","Reds","NYM @ CIN","SS","4.58","1.22",".94",".17",".04",".07",".61",".47",".19",".10",".23",".47","6.73","10.45","8.25","13593"
"Scooter Gennett","Reds","NYM @ CIN","2B","4.27","1.13",".76",".21",".02",".15",".53",".69",".03",".02",".27",".79","6.75","10.58","8.08","10339"
"Jesse Winker","Reds","NYM @ CIN","RF","4.68","1.17",".82",".24",".01",".09",".61",".42",".04",".02",".58",".70","6.80","10.53","8.11","13590"
"Eduardo Escobar","Twins","MIN @ STL","SS","4.47","1.06",".64",".23",".03",".16",".53",".64",".03",".02",".32",".82","6.76","10.57","8.04","6153"
"Paul DeJong","Cardinals","MIN @ STL","SS","4.15","1.01",".58",".21",".01",".20",".51",".65",".02",".01",".32","1.18","6.76","10.56","8.00","18015"
"Adrian Gonzalez","Mets","NYM @ CIN","1B","4.31","1.05",".63",".23",".00",".19",".50",".60",".01",".01",".40",".65","6.74","10.50","7.99","1908"
"Nick Williams","Phillies","SF @ PHI","RF","4.03","1.00",".55",".19",".05",".21",".50",".61",".03",".03",".24","1.18","6.70","10.46","8.00","14330"
"Joe Mauer","Twins","MIN @ STL","1B","4.80","1.17",".82",".26",".01",".08",".62",".38",".02",".01",".65",".62","6.74","10.42","8.02","1857"
"Yulieski Gurriel","Astros","HOU @ OAK","1B","4.52","1.20",".75",".34",".01",".11",".53",".68",".02",".02",".20",".47","6.65","10.42","7.99","19198"
"Justin Bour","Marlins","MIA @ CHC","1B","4.29",".96",".57",".17",".01",".21",".53",".57",".01",".01",".43",".88","6.64","10.36","7.83","9744"
"Gregor Blanco","Giants","SF @ PHI","DH","4.80","1.09",".74",".21",".05",".09",".59",".33",".12",".06",".46",".90","6.58","10.15","7.93","3123"
"Matt Chapman","Athletics","HOU @ OAK","3B","4.12",".88",".44",".20",".03",".21",".52",".58",".03",".03",".37","1.06","6.60","10.30","7.76","16505"
"Alen Hanson","Giants","SF @ PHI","2b","4.16","1.00",".64",".16",".06",".13",".42",".53",".17",".10",".28",".75","6.51","10.11","7.88","12926"
"Ian Happ","Cubs","MIA @ CHC","CF","3.79",".86",".47",".15",".02",".21",".45",".60",".07",".05",".39","1.13","6.56","10.24","7.73","17919"
"Brandon Crawford","Giants","SF @ PHI","SS","4.27","1.00",".60",".20",".03",".17",".49",".58",".03",".02",".36",".84","6.48","10.11","7.71","5343"
"Marwin Gonzalez","Astros","HOU @ OAK","LF","4.31","1.09",".72",".25",".01",".12",".50",".55",".05",".03",".34",".86","6.42","10.01","7.69","5497"
"Ryan Zimmerman","Nationals","WSH @ SD","1B","4.36",".95",".56",".20",".01",".18",".48",".61",".01",".01",".37","1.10","6.42","10.04","7.58","4220"
"Marcus Semien","Athletics","HOU @ OAK","SS","4.54","1.07",".69",".24",".02",".13",".53",".43",".07",".04",".34",".87","6.37","9.87","7.66","12533"
"JaCoby Jones","Tigers","DET @ TEX","LF","4.32",".99",".64",".20",".03",".12",".50",".49",".11",".06",".38","1.22","6.37","9.90","7.62","14818"
"Chad Pinder","Athletics","HOU @ OAK","LF","4.43","1.00",".59",".21",".02",".18",".53",".49",".04",".03",".26","1.21","6.31","9.82","7.55","15191"
"Jurickson Profar","Rangers","DET @ TEX","SS","4.46","1.02",".70",".23",".02",".08",".53",".50",".04",".03",".54",".63","6.33","9.85","7.48","10815"
"Ben Zobrist","Cubs","MIA @ CHC","2B","4.43",".97",".63",".22",".02",".10",".64",".36",".03",".02",".53",".52","6.29","9.75","7.42","7435"
"Eric Hosmer","Padres","WSH @ SD","1B","4.31",".98",".63",".18",".01",".16",".51",".41",".03",".02",".49","1.04","6.26","9.70","7.44","3516"
"James McCann","Tigers","DET @ TEX","C","4.20","1.00",".66",".18",".01",".15",".49",".54",".02",".01",".38",".84","6.19","9.66","7.37","12859"
"Albert Almora Jr.","Cubs","MIA @ CHC","CF","4.55","1.15",".74",".26",".03",".11",".53",".39",".04",".03",".24",".65","6.08","9.43","7.41","14109"
"Robinson Chirinos","Rangers","DET @ TEX","C","3.92",".80",".44",".18",".01",".17",".51",".53",".02",".01",".50","1.09","6.18","9.64","7.18","3142"
"Scott Kingery","Phillies","SF @ PHI","2B","3.91",".96",".59",".19",".02",".16",".42",".53",".10",".06",".21",".98","6.05","9.42","7.29","17975"
"Evan Gattis","Astros","HOU @ OAK","DH","4.20",".95",".58",".21",".01",".16",".46",".57",".01",".01",".32",".82","6.07","9.48","7.20","11003"
"Franchy Cordero","Padres","WSH @ SD","LF","4.22",".86",".49",".14",".07",".16",".42",".47",".08",".05",".29","1.68","5.95","9.25","7.13","14567"
"Jed Lowrie","Athletics","HOU @ OAK","2B","4.32","1.07",".69",".27",".02",".09",".48",".44",".01",".00",".38",".67","5.94","9.22","7.13","4418"
"Addison Russell","Cubs","MIA @ CHC","SS","3.92",".89",".53",".20",".02",".14",".46",".52",".03",".02",".37",".70","5.89","9.19","6.97","14106"
"Mark Canha","Athletics","HOU @ OAK","1B","3.91",".92",".52",".24",".02",".16",".45",".48",".03",".02",".27",".87","5.84","9.08","6.96","11445"
"J.T. Realmuto","Marlins","MIA @ CHC","C","4.60","1.06",".70",".22",".02",".13",".46",".36",".05",".03",".25",".84","5.74","8.88","7.00","11739"
"Tucker Barnhart","Reds","NYM @ CIN","C","4.04",".90",".59",".20",".01",".10",".41",".45",".02",".02",".51",".63","5.70","8.87","6.74","10200"
"Victor Caratini","Cubs","MIA @ CHC","C","4.03",".93",".59",".24",".02",".08",".45",".47",".02",".01",".43",".70","5.66","8.82","6.71","14968"
"Derek Dietrich","Marlins","MIA @ CHC","LF","4.08",".93",".57",".20",".03",".13",".40",".45",".01",".01",".38",".86","5.64","8.76","6.73","10542"
"Robbie Grossman","Twins","MIN @ STL","DH","4.27",".90",".60",".20",".01",".09",".42",".42",".04",".02",".53",".77","5.66","8.78","6.69","5254"
"Raffy Lopez","Padres","WSH @ SD","C","4.12",".73",".39",".13",".01",".20",".42",".50",".02",".01",".40","1.50","5.64","8.80","6.59","12606"
"Kolten Wong","Cardinals","MIN @ STL","2B","4.04",".90",".61",".19",".03",".06",".40",".40",".05",".03",".56",".61","5.60","8.68","6.64","12532"
"Drew Robinson","Rangers","DET @ TEX","CF","3.80",".73",".42",".15",".03",".12",".46",".43",".07",".04",".46","1.26","5.61","8.72","6.57","11761"
"Howie Kendrick","Nationals","WSH @ SD","LF","4.25",".99",".69",".20",".02",".08",".38",".43",".07",".04",".34",".98","5.48","8.51","6.63","4229"
"Ronald Guzman","Rangers","DET @ TEX","1B","4.04",".92",".62",".18",".03",".09",".46",".44",".02",".02",".38",".82","5.50","8.57","6.56","14388"
"Matt Olson","Athletics","HOU @ OAK","1B","4.02",".79",".46",".15",".01",".17",".45",".46",".01",".01",".35","1.18","5.53","8.61","6.52","14344"
"Billy Hamilton","Reds","NYM @ CIN","CF","3.81",".82",".62",".13",".04",".03",".41",".31",".26",".09",".37",".81","5.50","8.48","6.65","10199"
"Brian Anderson","Marlins","MIA @ CHC","RF","4.19",".87",".54",".19",".01",".13",".43",".45",".02",".01",".36","1.04","5.45","8.49","6.47","18289"
"Jake Marisnick","Astros","HOU @ OAK","CF","3.97",".79",".48",".17",".01",".13",".44",".43",".12",".06",".23","1.34","5.42","8.43","6.47","11339"
"Michael A. Taylor","Nationals","WSH @ SD","CF","4.14",".81",".51",".17",".02",".12",".36",".42",".13",".07",".32","1.48","5.42","8.41","6.48","11489"
"Amed Rosario","Mets","NYM @ CIN","SS","3.98",".98",".70",".18",".04",".07",".47",".37",".10",".06",".19",".78","5.35","8.30","6.54","15518"
"Jose Iglesias","Tigers","DET @ TEX","SS","4.10","1.00",".70",".25",".01",".05",".41",".42",".07",".04",".29",".51","5.34","8.31","6.47","10231"
"Starlin Castro","Marlins","MIA @ CHC","2B","4.39","1.08",".79",".19",".01",".09",".44",".40",".02",".01",".20",".77","5.30","8.23","6.50","4579"
"Jose Lobaton","Mets","NYM @ CIN","C","4.21",".79",".51",".14",".01",".13",".40",".46",".02",".01",".44",".91","5.35","8.34","6.31","4243"
"Brian McCann","Astros","HOU @ OAK","C","4.08",".83",".58",".12",".01",".13",".44",".47",".01",".01",".37",".71","5.32","8.31","6.30","4810"
"Ehire Adrianza","Twins","MIN @ STL","SS","4.03",".88",".60",".19",".02",".06",".41",".36",".10",".06",".38",".74","5.29","8.19","6.35","8418"
"Isiah Kiner-Falefa","Rangers","DET @ TEX","2B","4.15",".99",".74",".19",".02",".05",".40",".41",".07",".05",".32",".69","5.24","8.15","6.36","16512"
"Jorge Alfaro","Phillies","SF @ PHI","C","3.79",".84",".53",".14",".01",".15",".37",".43",".02",".01",".25","1.29","5.08","7.91","6.09","12180"
"Martin Prado","Marlins","MIA @ CHC","3B","4.49","1.06",".76",".23",".01",".07",".44",".31",".02",".01",".22",".56","5.04","7.80","6.20","3312"
"Dixon Machado","Tigers","DET @ TEX","2B","3.98",".92",".68",".20",".01",".04",".43",".37",".07",".04",".33",".61","5.03","7.81","6.06","11472"
"Carson Kelly","Cardinals","MIN @ STL","C","3.93",".80",".56",".17",".00",".07",".36",".43",".02",".01",".45",".69","4.96","7.73","5.86","13620"
"Gorkys Hernandez","Giants","SF @ PHI","CF","4.05",".91",".67",".19",".01",".05",".32",".39",".10",".05",".29",".94","4.90","7.60","5.97","4146"
"Bobby Wilson","Twins","MIN @ STL","C","4.16",".77",".52",".12",".00",".13",".39",".44",".03",".02",".27","1.11","4.85","7.57","5.77","6564"
"Jonathan Lucroy","Athletics","HOU @ OAK","C","3.78",".89",".61",".20",".02",".07",".38",".36",".01",".01",".33",".48","4.83","7.50","5.82","7870"
"Jose Pirela","Padres","WSH @ SD","2B","3.89",".84",".55",".18",".03",".08",".32",".36",".05",".03",".28","1.06","4.74","7.36","5.74","5485"
"Cameron Maybin","Marlins","MIA @ CHC","RF","3.96",".76",".52",".16",".02",".06",".29",".35",".12",".07",".37",".91","4.76","7.36","5.71","5223"
"Travis Jankowski","Padres","WSH @ SD","RF","4.41",".75",".58",".11",".03",".03",".36",".18",".17",".09",".48","1.52","4.76","7.30","5.74","13768"
"Matt Wieters","Nationals","WSH @ SD","C","4.02",".73",".50",".13",".00",".09",".36",".37",".02",".01",".46",".89","4.74","7.36","5.59","4298"
"Chase Headley","Padres","WSH @ SD","3B","4.00",".75",".51",".15",".01",".07",".35",".31",".03",".02",".48","1.14","4.70","7.28","5.57","4720"
"Jake Smolinski","Athletics","HOU @ OAK","RF","3.66",".74",".46",".17",".02",".09",".36",".38",".04",".03",".23",".78","4.57","7.12","5.47","5408"
"Manuel Margot","Padres","WSH @ SD","CF","3.64",".78",".55",".13",".04",".06",".25",".33",".12",".06",".23",".92","4.43","6.86","5.42","14712"
"Miguel Rojas","Marlins","MIA @ CHC","SS","3.84",".85",".63",".17",".01",".05",".27",".35",".03",".02",".23",".46","4.17","6.49","5.11","7802"
"Freddy Galvis","Padres","WSH @ SD","SS","3.76",".74",".53",".12",".03",".06",".26",".31",".06",".03",".27","1.00","4.09","6.35","4.97","6609"
