Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,Chris Devenski (10617616),Chris Devenski,10617616,P,4000,OAK@HOU 04/29/2018 02:10PM ET,HOU,4.12
SP,Paul Blackburn (10617640),Paul Blackburn,10617640,P,4000,OAK@HOU 04/29/2018 02:10PM ET,OAK,0
RP,Ryan Dull (10617656),Ryan Dull,10617656,P,4000,OAK@HOU 04/29/2018 02:10PM ET,OAK,3.49
RP,Francis Martes (10617669),Francis Martes,10617669,P,4000,OAK@HOU 04/29/2018 02:10PM ET,HOU,0
RP,Emilio Pagan (10617686),Emilio Pagan,10617686,P,4000,OAK@HOU 04/29/2018 02:10PM ET,OAK,0.98
RP,Lou Trivino (10617690),Lou Trivino,10617690,P,4000,OAK@HOU 04/29/2018 02:10PM ET,OAK,7.79
SP,Norge Ruiz (10617705),Norge Ruiz,10617705,P,4000,OAK@HOU 04/29/2018 02:10PM ET,OAK,0
SP,J.B. Bukauskas (10617724),J.B. Bukauskas,10617724,P,4000,OAK@HOU 04/29/2018 02:10PM ET,HOU,0
SP,Franklin Perez (10617736),Franklin Perez,10617736,P,4000,OAK@HOU 04/29/2018 02:10PM ET,HOU,0
SP,Dakota Chalmers (10617741),Dakota Chalmers,10617741,P,4000,OAK@HOU 04/29/2018 02:10PM ET,OAK,0
