"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Michael Brantley","Indians","SEA @ CLE","LF","4.20","1.14",".76",".26",".01",".11",".50",".55",".07",".03",".26",".40","6.40","9.97","7.73","4106"
"Ryan Zimmerman","Nationals","ARI @ WSH","1B","4.20",".94",".55",".19",".01",".19",".50",".64",".01",".01",".35","1.03","6.45","10.09","7.60","4220"
"Carlos Gomez","Rays","TB @ BOS","RF","4.54",".88",".49",".23",".01",".15",".49",".50",".09",".04",".50","1.53","6.48","10.06","7.60","4881"
"Josh Bell","Pirates","STL @ PIT","1B","4.25","1.04",".67",".21",".03",".14",".53",".57",".02",".02",".33",".65","6.41","10.01","7.65","13145"
"Yasiel Puig","Dodgers","LAD @ SF","RF","4.19",".97",".61",".21",".02",".13",".46",".55",".06",".05",".46",".67","6.41","9.98","7.59","14225"
"Adam Frazier","Pirates","STL @ PIT","DH","4.57","1.23",".88",".24",".04",".08",".53",".37",".11",".07",".26",".49","6.31","9.76","7.77","15223"
"Scott Kingery","Phillies","ATL @ PHI","2B","4.09",".92",".56",".18",".02",".16",".42",".57",".11",".06",".34","1.07","6.37","9.93","7.59","17975"
"Matt Adams","Nationals","ARI @ WSH","1B","4.08",".91",".51",".18",".01",".20",".47",".60",".01",".01",".36","1.17","6.38","9.97","7.52","9393"
"Matt Duffy","Rays","TB @ BOS","3B","4.76","1.18",".84",".25",".02",".07",".49",".45",".08",".05",".39",".95","6.33","9.82","7.67","13836"
"Chad Pinder","Athletics","OAK @ HOU","LF","4.63",".98",".56",".21",".02",".19",".53",".52",".04",".03",".27","1.50","6.35","9.90","7.57","15191"
"Aaron Hicks","Yankees","NYY @ LAA","CF","4.30",".87",".55",".15",".01",".16",".51",".45",".08",".05",".57","1.02","6.39","9.92","7.51","5297"
"Salvador Perez","Royals","CWS @ KC","C","4.30","1.00",".61",".20",".01",".18",".50",".63",".01",".00",".25",".80","6.33","9.91","7.52","7304"
"Willson Contreras","Cubs","MIL @ CHC","C","4.21","1.01",".64",".23",".02",".12",".48",".54",".03",".02",".45",".80","6.35","9.89","7.53","11609"
"Corey Seager","Dodgers","LAD @ SF","SS","4.72","1.09",".75",".23",".02",".09",".56",".44",".02",".02",".51",".91","6.34","9.84","7.56","13624"
"Ronald Acuna","Braves","ATL @ PHI","LF","4.21",".97",".64",".16",".02",".14",".41",".52",".16",".10",".31","1.28","6.30","9.79","7.58","18401"
"Gerardo Parra","Rockies","COL @ MIA","LF","4.70","1.11",".78",".23",".02",".09",".60",".43",".06",".05",".35",".65","6.30","9.78","7.58","8553"
"Lorenzo Cain","Brewers","MIL @ CHC","CF","4.66","1.05",".75",".20",".02",".08",".48",".33",".14",".07",".53","1.04","6.32","9.74","7.61","9077"
"Marwin Gonzalez","Astros","OAK @ HOU","LF","4.13",".98",".61",".22",".01",".13",".48",".55",".05",".03",".39","1.02","6.30","9.82","7.48","5497"
"Eduardo Escobar","Twins","CIN @ MIN","SS","4.21",".98",".61",".20",".03",".14",".52",".54",".03",".02",".36",".79","6.30","9.82","7.48","6153"
"Edwin Encarnacion","Indians","SEA @ CLE","DH","4.10",".84",".47",".16",".00",".20",".53",".57",".01",".00",".45",".94","6.33","9.88","7.37","2151"
"Evan Longoria","Giants","LAD @ SF","3B","4.18","1.01",".63",".25",".02",".12",".49",".60",".03",".02",".36",".76","6.27","9.81","7.44","9368"
"A.J. Pollock","Diamondbacks","ARI @ WSH","CF","4.29",".96",".58",".22",".02",".14",".41",".52",".12",".06",".30","1.03","6.22","9.67","7.45","9256"
"Jon Jay","Royals","CWS @ KC","LF","4.62","1.11",".84",".21",".04",".03",".55",".35",".07",".04",".61",".73","6.23","9.63","7.47","5227"
"Evan Gattis","Astros","OAK @ HOU","DH","4.02",".88",".49",".19",".01",".18",".48",".57",".01",".01",".39",".94","6.22","9.71","7.30","11003"
"Victor Martinez","Tigers","DET @ BAL","DH","4.33",".97",".63",".17",".00",".17",".48",".58",".00",".00",".38",".59","6.19","9.68","7.34","393"
"Jed Lowrie","Athletics","OAK @ HOU","2B","4.52","1.07",".69",".27",".01",".10",".51",".45",".01",".00",".45",".90","6.20","9.62","7.39","4418"
"Jedd Gyorko","Cardinals","STL @ PIT","3B","4.16",".91",".58",".17",".01",".15",".46",".52",".04",".02",".48",".76","6.21","9.67","7.32","10816"
"Yonder Alonso","Indians","SEA @ CLE","1B","3.99",".93",".55",".21",".00",".17",".50",".53",".01",".01",".40",".71","6.20","9.66","7.31","2530"
"Tim Anderson","White Sox","CWS @ KC","SS","4.65","1.16",".81",".21",".04",".10",".49",".39",".13",".07",".17","1.13","6.10","9.44","7.53","15172"
"Mark Canha","Athletics","OAK @ HOU","1B","4.10",".92",".49",".24",".01",".18",".48",".50",".03",".02",".31","1.10","6.16","9.58","7.31","11445"
"Brandon Belt","Giants","LAD @ SF","1B","4.07",".89",".53",".22",".03",".12",".46",".54",".03",".01",".52","1.06","6.18","9.63","7.24","10264"
"Miguel Andujar","Yankees","NYY @ LAA","3B","4.07","1.00",".59",".22",".02",".17",".47",".56",".04",".02",".19",".85","6.10","9.52","7.32","15878"
"Christian Yelich","Brewers","MIL @ CHC","LF","4.56",".93",".61",".20",".02",".10",".49",".37",".07",".04",".63","1.27","6.17","9.53","7.28","11477"
"Welington Castillo","White Sox","CWS @ KC","C","4.34",".97",".61",".20",".00",".16",".46",".54",".01",".01",".38","1.14","6.12","9.53","7.26","3256"
"Brett Gardner","Yankees","NYY @ LAA","LF","4.83",".98",".73",".14",".02",".09",".57",".35",".11",".05",".49","1.07","6.12","9.47","7.32","9927"
"Danny Valencia","Orioles","DET @ BAL","3B","4.06",".92",".57",".16",".01",".18",".50",".51",".02",".01",".40",".87","6.12","9.54","7.24","6364"
"David Dahl","Rockies","COL @ MIA","LF","4.28",".95",".60",".17",".05",".13",".42",".52",".08",".05",".33","1.11","6.09","9.47","7.30","13744"
"David Peralta","Diamondbacks","ARI @ WSH","LF","4.59","1.11",".75",".21",".02",".12",".47",".36",".06",".03",".35","1.12","6.06","9.36","7.37","2136"
"Wilson Ramos","Rays","TB @ BOS","C","4.33","1.01",".66",".20",".00",".15",".47",".54",".01",".01",".35",".83","6.08","9.48","7.25","1433"
"Austin Barnes","Dodgers","LAD @ SF","C","4.29",".86",".57",".20",".02",".08",".48",".42",".06",".03",".72",".71","6.15","9.53","7.17","12158"
"Kendrys Morales","Blue Jays","TEX @ TOR","DH","4.13",".89",".51",".20",".00",".17",".50",".54",".00",".00",".38","1.01","6.09","9.51","7.16","8610"
"Ender Inciarte","Braves","ATL @ PHI","CF","4.73","1.17",".93",".17",".03",".05",".50",".31",".15",".07",".34",".81","5.99","9.24","7.39","4922"
"Ian Happ","Cubs","MIL @ CHC","CF","3.99",".87",".53",".16",".03",".16",".44",".52",".07",".04",".38","1.27","6.06","9.43","7.18","17919"
"Jason Kipnis","Indians","SEA @ CLE","2B","4.40",".95",".56",".25",".02",".11",".54",".43",".06",".03",".36",".82","6.05","9.40","7.19","9776"
"Wil Myers","Padres","NYM @ SD","RF","4.31",".90",".56",".17",".01",".16",".48",".37",".11",".06",".39","1.35","6.04","9.34","7.21","10047"
"Brian Anderson","Marlins","COL @ MIA","RF","4.15",".94",".60",".20",".02",".12",".45",".51",".02",".01",".50",".93","6.04","9.41","7.14","18289"
"Mac Williamson","Giants","LAD @ SF","DH","3.96",".91",".55",".18",".02",".16",".42",".58",".03",".02",".33","1.06","6.00","9.37","7.12","14158"
"Anthony Rizzo","Cubs","MIL @ CHC","1B","4.30",".91",".61",".18",".02",".10",".48",".43",".04",".03",".58",".73","6.03","9.36","7.11","3473"
"Starlin Castro","Marlins","COL @ MIA","2B","4.35","1.16",".84",".20",".02",".10",".48",".46",".02",".01",".31",".79","5.94","9.23","7.23","4579"
"Nelson Cruz","Mariners","SEA @ CLE","DH","4.31",".92",".55",".19",".00",".18",".45",".55",".01",".01",".32","1.30","5.97","9.31","7.08","2434"
"Albert Almora Jr.","Cubs","MIL @ CHC","CF","4.51","1.20",".82",".25",".04",".08",".51",".36",".04",".03",".22",".73","5.88","9.10","7.24","14109"
"Ian Kinsler","Angels","NYY @ LAA","2B","4.54",".91",".61",".16",".01",".13",".51",".37",".09",".05",".43",".84","5.96","9.22","7.10","6195"
"Neil Walker","Yankees","NYY @ LAA","2B","4.19",".93",".60",".16",".01",".16",".48",".49",".01",".01",".39",".89","5.94","9.25","7.05","7539"
"Justin Bour","Marlins","COL @ MIA","1B","4.26",".93",".65",".14",".01",".14",".48",".52",".01",".00",".44",".92","5.93","9.25","7.02","9744"
"Justin Upton","Angels","NYY @ LAA","LF","4.34",".81",".46",".17",".01",".18",".45",".50",".05",".03",".41","1.56","5.95","9.27","7.00","5222"
"Jorge Soler","Royals","CWS @ KC","DH","4.10",".74",".44",".14",".01",".15",".49",".46",".02",".01",".67","1.13","6.01","9.34","6.92","14221"
"Eric Hosmer","Padres","NYM @ SD","1B","4.21",".95",".62",".17",".01",".15",".44",".42",".02",".01",".48","1.00","5.93","9.19","7.06","3516"
"Nick Markakis","Braves","ATL @ PHI","RF","4.43","1.02",".72",".22",".01",".08",".47",".49",".01",".01",".49",".76","5.91","9.20","7.02","5930"
"Yolmer Sanchez","White Sox","CWS @ KC","3B","4.53","1.05",".72",".21",".04",".08",".49",".38",".08",".06",".30",".88","5.84","9.05","7.09","11602"
"Austin Jackson","Giants","LAD @ SF","CF","4.58","1.11",".78",".24",".04",".05",".50",".29",".06",".04",".43","1.14","5.84","9.00","7.10","9848"
"Adeiny Hechavarria","Rays","TB @ BOS","SS","4.65","1.10",".79",".21",".03",".07",".49",".43",".04",".03",".30",".91","5.81","9.04","7.06","10459"
"Travis Shaw","Brewers","MIL @ CHC","3B","4.37",".82",".47",".20",".01",".14",".43",".49",".03",".02",".52","1.22","5.90","9.17","6.89","11982"
"Matt Olson","Athletics","OAK @ HOU","1B","4.21",".80",".45",".14",".01",".20",".48",".49",".01",".01",".37","1.49","5.86","9.13","6.89","14344"
"Nomar Mazara","Rangers","TEX @ TOR","RF","4.38",".98",".65",".20",".01",".12",".44",".52",".01",".01",".35","1.00","5.80","9.05","6.93","14553"
"Robinson Cano","Mariners","SEA @ CLE","2B","4.40","1.00",".66",".22",".00",".11",".45",".45",".01",".00",".42",".91","5.80","9.02","6.93","3269"
"Derek Dietrich","Marlins","COL @ MIA","LF","4.56","1.01",".69",".18",".04",".10",".51",".35",".02",".01",".45","1.00","5.80","8.97","6.96","10542"
"Jesus Aguilar","Brewers","MIL @ CHC","1B","4.47",".91",".57",".19",".01",".14",".43",".50",".01",".01",".37","1.31","5.78","9.01","6.85","11342"
"Russell Martin","Blue Jays","TEX @ TOR","C","4.02",".70",".38",".15",".00",".16",".47",".45",".02",".01",".63","1.06","5.86","9.11","6.74","4616"
"Delino DeShields","Rangers","TEX @ TOR","CF","4.69",".97",".72",".18",".02",".04",".43",".30",".20",".11",".42","1.22","5.75","8.86","6.98","11379"
"Tucker Barnhart","Reds","CIN @ MIN","C","4.10","1.02",".67",".23",".01",".11",".46",".46",".02",".01",".30",".66","5.73","8.91","6.89","10200"
"Anthony Santander","Orioles","DET @ BAL","LF","3.94",".90",".55",".17",".02",".16",".45",".50",".05",".03",".23",".84","5.73","8.94","6.86","14551"
"Colin Moran","Pirates","STL @ PIT","3B","3.93","1.03",".71",".19",".02",".12",".43",".51",".02",".02",".26",".69","5.70","8.89","6.89","16909"
"Jay Bruce","Mets","NYM @ SD","RF","4.22",".87",".53",".17",".02",".16",".40",".53",".02",".02",".33",".96","5.72","8.92","6.79","9892"
"Francisco Cervelli","Pirates","STL @ PIT","C","4.04",".99",".70",".17",".03",".10",".46",".47",".02",".01",".37",".70","5.69","8.87","6.83","5275"
"Howie Kendrick","Nationals","ARI @ WSH","LF","4.38","1.03",".74",".20",".02",".08",".53",".36",".07",".04",".32",".99","5.68","8.81","6.88","4229"
"Joe Panik","Giants","LAD @ SF","2B","4.48","1.08",".82",".17",".04",".06",".57",".36",".03",".02",".33",".47","5.65","8.77","6.86","11936"
"Dee Gordon","Mariners","SEA @ CLE","CF","4.61","1.11",".89",".16",".04",".03",".40",".27",".26",".11",".16","1.01","5.57","8.57","7.01","8203"
"Yoan Moncada","White Sox","CWS @ KC","2B","4.13",".78",".48",".15",".02",".13",".39",".41",".10",".06",".48","1.44","5.70","8.83","6.73","17232"
"Jean Segura","Mariners","SEA @ CLE","SS","4.50","1.09",".79",".22",".02",".06",".43",".35",".13",".06",".22","1.01","5.57","8.62","6.87","5933"
"Matt Davidson","White Sox","CWS @ KC","DH","4.24",".79",".46",".15",".01",".17",".44",".49",".01",".01",".39","1.49","5.64","8.79","6.63","7226"
"Kevin Pillar","Blue Jays","TEX @ TOR","CF","3.91",".96",".59",".27",".02",".08",".40",".44",".08",".04",".28",".69","5.58","8.67","6.72","12434"
"Jason Castro","Twins","CIN @ MIN","C","3.88",".75",".45",".18",".01",".11",".49",".46",".02",".01",".53","1.04","5.61","8.75","6.51","8722"
"Robbie Grossman","Twins","CIN @ MIN","DH","3.99",".82",".54",".18",".01",".08",".47",".42",".03",".02",".57",".75","5.60","8.70","6.54","5254"
"Albert Pujols","Angels","NYY @ LAA","1B","4.24",".92",".62",".14",".00",".15",".41",".52",".01",".01",".26",".76","5.48","8.57","6.57","1177"
"Billy Hamilton","Reds","CIN @ MIN","CF","3.98",".89",".69",".13",".04",".03",".41",".34",".26",".09",".24",".80","5.43","8.39","6.65","10199"
"Chance Sisco","Orioles","DET @ BAL","C","3.81",".82",".51",".17",".01",".13",".43",".44",".04",".02",".39","1.12","5.49","8.53","6.48","15694"
"Brian McCann","Astros","OAK @ HOU","C","3.90",".76",".50",".10",".01",".15",".46",".48",".01",".01",".45",".84","5.47","8.53","6.40","4810"
"JaCoby Jones","Tigers","DET @ BAL","LF","4.22",".84",".56",".16",".01",".11",".40",".41",".10",".06",".35","1.29","5.40","8.39","6.46","14818"
"Lewis Brinson","Marlins","COL @ MIA","CF","3.81",".79",".49",".16",".03",".12",".36",".47",".08",".04",".36","1.12","5.40","8.41","6.42","14352"
"Kyle Farmer","Dodgers","LAD @ SF","C","4.07",".91",".59",".24",".01",".07",".38",".47",".03",".02",".39",".73","5.37","8.36","6.39","14813"
"Kyle Seager","Mariners","SEA @ CLE","3B","4.21",".85",".50",".22",".01",".13",".40",".44",".01",".01",".37","1.02","5.38","8.36","6.37","9785"
"Daniel Robertson","Rays","TB @ BOS","2B","4.11",".79",".54",".17",".01",".07",".42",".36",".03",".02",".68","1.21","5.42","8.40","6.33","14145"
"Christian Villanueva","Padres","NYM @ SD","3B","4.00",".78",".45",".16",".01",".17",".38",".48",".02",".01",".31","1.32","5.36","8.36","6.34","11738"
"Jurickson Profar","Rangers","TEX @ TOR","SS","4.48",".88",".59",".22",".01",".06",".39",".39",".04",".03",".50",".83","5.36","8.31","6.36","10815"
"Stephen Piscotty","Athletics","OAK @ HOU","RF","3.97",".84",".53",".20",".02",".11",".42",".38",".04",".03",".41",".99","5.35","8.31","6.36","13367"
"Ian Desmond","Rockies","COL @ MIA","1B","4.16",".88",".62",".14",".01",".10",".37",".43",".09",".04",".33","1.02","5.31","8.26","6.39","6885"
